Dataset, Balancing, Feature Selection, Training Release, Classifier, Training% of total, Positive% in training, Positive% in testing, TP, FP, TN, FN, Precision, Recall, Auc, kappa
BOOKKEEPER, OverSampling, BestFirst, 5, IBk, 72.68308489954633, 57.91350869371378, 47.21233689205219, 443.0, 12.0, 386.0, 2.0, 0.9736263736263736, 0.9955056179775281, 0.9895799220823217, 0.9666374558303888
BOOKKEEPER, SMOTE, BestFirst, 5, NaiveBayes, 72.68308489954633, 57.91350869371378, 47.21233689205219, 441.0, 212.0, 186.0, 4.0, 0.6753445635528331, 0.9910112359550561, 0.9915306871435831, 0.4713567372344997
BOOKKEEPER, SMOTE, BestFirst, 5, RandomForest, 72.68308489954633, 57.91350869371378, 47.21233689205219, 444.0, 14.0, 384.0, 1.0, 0.9694323144104804, 0.9977528089887641, 0.9972361809045226, 0.9642401635704972
BOOKKEEPER, SMOTE, BestFirst, 5, IBk, 72.68308489954633, 57.91350869371378, 47.21233689205219, 445.0, 8.0, 390.0, 0.0, 0.9823399558498896, 1.0, 0.9931963186720117, 0.980940753552413
BOOKKEEPER, UnderSampling, BestFirst, 6, NaiveBayes, 77.94897701439758, 54.99027867790019, 48.911798396334476, 434.0, 180.0, 247.0, 12.0, 0.7068403908794788, 0.9730941704035875, 0.9705317104420244, 0.5562098217595289
BOOKKEEPER, UnderSampling, BestFirst, 6, RandomForest, 77.94897701439758, 54.99027867790019, 48.911798396334476, 445.0, 31.0, 396.0, 1.0, 0.9348739495798319, 0.9977578475336323, 0.9998267188960418, 0.9265449076289592
BOOKKEEPER, UnderSampling, BestFirst, 6, IBk, 77.94897701439758, 54.99027867790019, 48.911798396334476, 445.0, 24.0, 403.0, 1.0, 0.9488272921108742, 0.9977578475336323, 0.9652781424265656, 0.9426332708629586
BOOKKEEPER, OverSampling, BestFirst, 6, NaiveBayes, 77.94897701439758, 54.99027867790019, 48.911798396334476, 425.0, 121.0, 306.0, 21.0, 0.7783882783882784, 0.952914798206278, 0.9642253284464561, 0.6728991197517573
BOOKKEEPER, OverSampling, BestFirst, 6, RandomForest, 77.94897701439758, 54.99027867790019, 48.911798396334476, 440.0, 34.0, 393.0, 6.0, 0.9282700421940928, 0.9865470852017937, 0.9979941399481207, 0.9081903079252903
BOOKKEEPER, OverSampling, BestFirst, 6, IBk, 77.94897701439758, 54.99027867790019, 48.911798396334476, 443.0, 27.0, 400.0, 3.0, 0.9425531914893617, 0.9932735426008968, 0.967512418479117, 0.9311564869042237
BOOKKEEPER, SMOTE, BestFirst, 6, NaiveBayes, 77.94897701439758, 54.99027867790019, 48.911798396334476, 434.0, 183.0, 244.0, 12.0, 0.7034035656401945, 0.9730941704035875, 0.9674336543409542, 0.5492075681544349
BOOKKEEPER, SMOTE, BestFirst, 6, RandomForest, 77.94897701439758, 54.99027867790019, 48.911798396334476, 445.0, 30.0, 397.0, 1.0, 0.9368421052631579, 0.9977578475336323, 0.9992701189863581, 0.928843934131406
BOOKKEEPER, SMOTE, BestFirst, 6, IBk, 77.94897701439758, 54.99027867790019, 48.911798396334476, 445.0, 26.0, 401.0, 1.0, 0.9447983014861996, 0.9977578475336323, 0.9655931989792168, 0.9380377435865082
BOOKKEEPER, UnderSampling, BestFirst, 7, NaiveBayes, 81.2102564102564, 53.64991159383683, 81.87772925764192, 162.0, 477.0, 273.0, 4.0, 0.2535211267605634, 0.9759036144578314, 0.8543293172690763, 0.16114021994090238
BOOKKEEPER, UnderSampling, BestFirst, 7, RandomForest, 81.2102564102564, 53.64991159383683, 81.87772925764192, 166.0, 323.0, 427.0, 0.0, 0.3394683026584867, 1.0, 0.8833012048192771, 0.3239342644047968
BOOKKEEPER, UnderSampling, BestFirst, 7, IBk, 81.2102564102564, 53.64991159383683, 81.87772925764192, 166.0, 315.0, 435.0, 0.0, 0.34511434511434513, 1.0, 0.8841044176706827, 0.3335643015521063
BOOKKEEPER, OverSampling, BestFirst, 7, NaiveBayes, 81.2102564102564, 53.64991159383683, 81.87772925764192, 161.0, 444.0, 306.0, 5.0, 0.26611570247933886, 0.9698795180722891, 0.8333975903614458, 0.18618216931551954
BOOKKEEPER, OverSampling, BestFirst, 7, RandomForest, 81.2102564102564, 53.64991159383683, 81.87772925764192, 165.0, 325.0, 425.0, 1.0, 0.336734693877551, 0.9939759036144579, 0.855871485943775, 0.31856436095441526
BOOKKEEPER, OverSampling, BestFirst, 7, IBk, 81.2102564102564, 53.64991159383683, 81.87772925764192, 165.0, 309.0, 441.0, 1.0, 0.34810126582278483, 0.9939759036144579, 0.8480803212851405, 0.3378910257606
BOOKKEEPER, SMOTE, BestFirst, 7, NaiveBayes, 81.2102564102564, 53.64991159383683, 81.87772925764192, 157.0, 439.0, 311.0, 9.0, 0.2634228187919463, 0.9457831325301205, 0.8396947791164658, 0.17946092937694944
BOOKKEEPER, SMOTE, BestFirst, 7, RandomForest, 81.2102564102564, 53.64991159383683, 81.87772925764192, 166.0, 323.0, 427.0, 0.0, 0.3394683026584867, 1.0, 0.8809437751004016, 0.3239342644047968
BOOKKEEPER, SMOTE, BestFirst, 7, IBk, 81.2102564102564, 53.64991159383683, 81.87772925764192, 166.0, 318.0, 432.0, 0.0, 0.34297520661157027, 1.0, 0.8752610441767068, 0.3299287804339425
